Admission Date,Admissions,Location
2024-08-02,10,Hospital_2
2024-08-03,11,Hospital_2
2024-08-04,14,Hospital_2
2024-08-05,10,Hospital_2
2024-08-06,18,Hospital_2
2024-08-07,13,Hospital_2
2024-08-08,18,Hospital_2
2024-08-09,7,Hospital_2
2024-08-10,4,Hospital_2
2024-08-11,18,Hospital_2
2024-08-12,15,Hospital_2
2024-08-13,13,Hospital_2
2024-08-14,19,Hospital_2
2024-08-15,14,Hospital_2
2024-08-16,15,Hospital_2
2024-08-17,9,Hospital_2
2024-08-18,19,Hospital_2
2024-08-19,22,Hospital_2
2024-08-20,13,Hospital_2
2024-08-21,10,Hospital_2
2024-08-22,32,Hospital_2
2024-08-23,17,Hospital_2
2024-08-24,14,Hospital_2
2024-08-25,15,Hospital_2
2024-08-26,11,Hospital_2
2024-08-27,17,Hospital_2
2024-08-28,17,Hospital_2
2024-08-29,18,Hospital_2
2024-08-30,11,Hospital_2
2024-08-31,3,Hospital_2
2024-09-01,8,Hospital_2
2024-09-02,20,Hospital_2
2024-09-03,14,Hospital_2
2024-09-04,20,Hospital_2
2024-09-05,19,Hospital_2
2024-09-06,15,Hospital_2
2024-09-07,10,Hospital_2
2024-09-08,18,Hospital_2
2024-09-09,14,Hospital_2
2024-09-10,26,Hospital_2
2024-09-11,22,Hospital_2
2024-09-12,21,Hospital_2
2024-09-13,11,Hospital_2
2024-09-14,17,Hospital_2
2024-09-15,18,Hospital_2
2024-09-16,28,Hospital_2
2024-09-17,15,Hospital_2
2024-09-18,24,Hospital_2
2024-09-19,20,Hospital_2
2024-09-20,14,Hospital_2
2024-09-21,16,Hospital_2
2024-09-22,13,Hospital_2
2024-09-23,21,Hospital_2
2024-09-24,14,Hospital_2
2024-09-25,19,Hospital_2
2024-09-26,12,Hospital_2
2024-09-27,13,Hospital_2
2024-09-28,10,Hospital_2
2024-09-29,21,Hospital_2
2024-09-30,17,Hospital_2
2024-10-01,15,Hospital_2
2024-10-02,15,Hospital_2
2024-10-03,24,Hospital_2
2024-10-04,14,Hospital_2
2024-10-05,8,Hospital_2
2024-10-06,19,Hospital_2
2024-10-07,19,Hospital_2
2024-10-08,22,Hospital_2
2024-10-09,23,Hospital_2
2024-10-10,23,Hospital_2
2024-10-11,17,Hospital_2
2024-10-12,12,Hospital_2
2024-10-13,18,Hospital_2
2024-10-14,26,Hospital_2
2024-10-15,16,Hospital_2
2024-10-16,27,Hospital_2
2024-10-17,18,Hospital_2
2024-10-18,15,Hospital_2
2024-10-19,8,Hospital_2
2024-10-20,18,Hospital_2
2024-10-21,21,Hospital_2
2024-10-22,26,Hospital_2
2024-10-23,19,Hospital_2
2024-10-24,17,Hospital_2
2024-10-25,22,Hospital_2
2024-10-26,7,Hospital_2
2024-10-27,15,Hospital_2
2024-10-28,16,Hospital_2
2024-10-29,20,Hospital_2
2024-10-30,22,Hospital_2
2024-10-31,14,Hospital_2
2024-11-01,15,Hospital_2
2024-11-02,7,Hospital_2
2024-11-03,21,Hospital_2
2024-11-04,24,Hospital_2
2024-11-05,18,Hospital_2
2024-11-06,17,Hospital_2
2024-11-07,16,Hospital_2
2024-11-08,14,Hospital_2
2024-11-09,10,Hospital_2
2024-11-10,15,Hospital_2
2024-11-11,27,Hospital_2
2024-11-12,17,Hospital_2
2024-11-13,13,Hospital_2
2024-11-14,13,Hospital_2
2024-11-15,13,Hospital_2
2024-11-16,8,Hospital_2
2024-11-17,10,Hospital_2
2024-11-18,23,Hospital_2
2024-11-19,24,Hospital_2
2024-11-20,19,Hospital_2
2024-11-21,22,Hospital_2
2024-11-22,19,Hospital_2
2024-11-23,8,Hospital_2
2024-11-24,14,Hospital_2
2024-11-25,19,Hospital_2
2024-11-26,16,Hospital_2
2024-11-27,15,Hospital_2
2024-11-28,25,Hospital_2
2024-11-29,18,Hospital_2
2024-11-30,14,Hospital_2
2024-12-01,11,Hospital_2
2024-12-02,7,Hospital_2
2024-12-03,3,Hospital_2
2024-12-04,16,Hospital_2
2024-12-05,17,Hospital_2
2024-12-06,14,Hospital_2
2024-12-07,12,Hospital_2
2024-12-08,14,Hospital_2
2024-12-09,12,Hospital_2
2024-12-10,18,Hospital_2
2024-12-11,23,Hospital_2
2024-12-12,17,Hospital_2
2024-12-13,11,Hospital_2
2024-12-14,12,Hospital_2
2024-12-15,15,Hospital_2
2024-12-16,20,Hospital_2
2024-12-17,18,Hospital_2
2024-12-18,29,Hospital_2
2024-12-19,14,Hospital_2
2024-12-20,6,Hospital_2
2024-12-21,6,Hospital_2
2024-12-22,12,Hospital_2
2024-12-23,21,Hospital_2
2024-12-24,16,Hospital_2
2024-12-25,15,Hospital_2
2024-12-26,14,Hospital_2
2024-12-27,10,Hospital_2
2024-12-28,7,Hospital_2
2024-12-29,16,Hospital_2
2024-12-30,7,Hospital_2
2024-12-31,15,Hospital_2
2025-01-01,2,Hospital_2
2025-01-02,21,Hospital_2
2025-01-03,15,Hospital_2
2025-01-04,9,Hospital_2
2025-01-05,14,Hospital_2
2025-01-06,19,Hospital_2
2025-01-07,14,Hospital_2
2025-01-08,17,Hospital_2
2025-01-09,21,Hospital_2
2025-01-10,14,Hospital_2
2025-01-11,13,Hospital_2
2025-01-12,18,Hospital_2
2025-01-13,17,Hospital_2
2025-01-14,19,Hospital_2
2025-01-15,21,Hospital_2
2025-01-16,17,Hospital_2
2025-01-17,8,Hospital_2
2025-01-18,5,Hospital_2
2025-01-19,14,Hospital_2
2025-01-20,12,Hospital_2
2025-01-21,15,Hospital_2
2025-01-22,21,Hospital_2
2025-01-23,16,Hospital_2
2025-01-24,12,Hospital_2
2025-01-25,11,Hospital_2
2025-01-26,18,Hospital_2
2025-01-27,21,Hospital_2
2025-01-28,15,Hospital_2
2025-01-29,21,Hospital_2
2025-01-30,12,Hospital_2
2025-01-31,17,Hospital_2
2025-02-01,9,Hospital_2
2025-02-02,11,Hospital_2
2025-02-03,16,Hospital_2
2025-02-04,18,Hospital_2
2025-02-05,20,Hospital_2
2025-02-06,16,Hospital_2
2025-02-07,11,Hospital_2
2025-02-08,11,Hospital_2
2025-02-09,17,Hospital_2
2025-02-10,16,Hospital_2
2025-02-11,16,Hospital_2
2025-02-12,19,Hospital_2
2025-02-13,17,Hospital_2
2025-02-14,13,Hospital_2
2025-02-15,14,Hospital_2
2025-02-16,20,Hospital_2
2025-02-17,15,Hospital_2
2025-02-18,16,Hospital_2
2025-02-19,20,Hospital_2
2025-02-20,20,Hospital_2
2025-02-21,14,Hospital_2
2025-02-22,13,Hospital_2
2025-02-23,19,Hospital_2
2025-02-24,22,Hospital_2
2025-02-25,17,Hospital_2
2025-02-26,21,Hospital_2
2025-02-27,19,Hospital_2
2025-02-28,9,Hospital_2
2025-03-01,7,Hospital_2
2025-03-02,11,Hospital_2
2025-03-03,13,Hospital_2
2025-03-04,16,Hospital_2
2025-03-05,15,Hospital_2
2025-03-06,20,Hospital_2
2025-03-07,17,Hospital_2
2025-03-08,12,Hospital_2
2025-03-09,12,Hospital_2
2025-03-10,18,Hospital_2
2025-03-11,13,Hospital_2
2025-03-12,9,Hospital_2
2025-03-13,13,Hospital_2
2025-03-14,10,Hospital_2
2025-03-15,6,Hospital_2
2025-03-16,13,Hospital_2
2025-03-17,12,Hospital_2
2025-03-18,10,Hospital_2
2025-03-19,10,Hospital_2
2025-03-20,15,Hospital_2
2025-03-21,16,Hospital_2
2025-03-22,13,Hospital_2
2025-03-23,11,Hospital_2
2025-03-24,18,Hospital_2
2025-03-25,12,Hospital_2
2025-03-26,14,Hospital_2
2025-03-27,15,Hospital_2
2025-03-28,3,Hospital_2
2025-03-29,1,Hospital_2
2025-03-30,1,Hospital_2
2025-03-31,6,Hospital_2
2025-04-01,0,Hospital_2
2025-04-02,3,Hospital_2
2025-04-03,14,Hospital_2
2025-04-04,16,Hospital_2
2025-04-05,12,Hospital_2
2025-04-06,11,Hospital_2
2025-04-07,25,Hospital_2
2025-04-08,15,Hospital_2
2025-04-09,11,Hospital_2
2025-04-10,17,Hospital_2
2025-04-11,10,Hospital_2
2025-04-12,9,Hospital_2
2025-04-13,17,Hospital_2
2025-04-14,16,Hospital_2
2025-04-15,13,Hospital_2
2025-04-16,17,Hospital_2
2025-04-17,12,Hospital_2
2025-04-18,12,Hospital_2
2025-04-19,15,Hospital_2
2025-04-20,12,Hospital_2
2025-04-21,12,Hospital_2
2025-04-22,12,Hospital_2
2025-04-23,16,Hospital_2
2025-04-24,17,Hospital_2
2025-04-25,11,Hospital_2
2025-04-26,9,Hospital_2
2025-04-27,14,Hospital_2
2025-04-28,18,Hospital_2
2025-04-29,21,Hospital_2
2025-04-30,9,Hospital_2
2025-05-01,10,Hospital_2
2025-05-02,9,Hospital_2
2025-05-03,12,Hospital_2
2025-05-04,9,Hospital_2
2025-05-05,14,Hospital_2
2025-05-06,15,Hospital_2
2025-05-07,24,Hospital_2
2025-05-08,18,Hospital_2
2025-05-09,9,Hospital_2
2025-05-10,12,Hospital_2
2025-05-11,14,Hospital_2
2025-05-12,15,Hospital_2
2025-05-13,16,Hospital_2
2025-05-14,13,Hospital_2
2025-05-15,12,Hospital_2
2025-05-16,10,Hospital_2
2025-05-17,14,Hospital_2
2025-05-18,13,Hospital_2
2025-05-19,20,Hospital_2
2025-05-20,16,Hospital_2
2025-05-21,18,Hospital_2
2025-05-22,14,Hospital_2
2025-05-23,17,Hospital_2
2025-05-24,11,Hospital_2
2025-05-25,22,Hospital_2
2025-05-26,10,Hospital_2
2025-05-27,12,Hospital_2
2025-05-28,8,Hospital_2
2025-05-29,13,Hospital_2
2025-05-30,12,Hospital_2
2025-05-31,5,Hospital_2
2025-06-01,19,Hospital_2
2025-06-02,18,Hospital_2
2025-06-03,19,Hospital_2
2025-06-04,20,Hospital_2
2025-06-05,4,Hospital_2
2025-06-06,3,Hospital_2
2025-06-07,1,Hospital_2
2025-06-08,6,Hospital_2
2025-06-09,10,Hospital_2
2025-06-10,15,Hospital_2
2025-06-11,13,Hospital_2
2025-06-12,9,Hospital_2
2025-06-13,11,Hospital_2
2025-06-14,16,Hospital_2
2025-06-15,10,Hospital_2
2025-06-16,16,Hospital_2
2025-06-17,10,Hospital_2
2025-06-18,10,Hospital_2
2025-06-19,16,Hospital_2
2025-06-20,12,Hospital_2
2025-06-21,11,Hospital_2
2025-06-22,13,Hospital_2
2025-06-23,17,Hospital_2
2025-06-24,12,Hospital_2
2025-06-25,19,Hospital_2
2025-06-26,13,Hospital_2
2025-06-27,6,Hospital_2
2025-06-28,7,Hospital_2
2025-06-29,14,Hospital_2
2025-06-30,11,Hospital_2
2025-07-01,18,Hospital_2
2025-07-02,21,Hospital_2
2025-07-03,12,Hospital_2
2025-07-04,10,Hospital_2
2025-07-05,9,Hospital_2
2025-07-06,13,Hospital_2
2025-07-07,15,Hospital_2
2025-07-08,15,Hospital_2
2025-07-09,13,Hospital_2
2025-07-10,22,Hospital_2
2025-07-11,12,Hospital_2
2025-07-12,8,Hospital_2
2025-07-13,13,Hospital_2
2025-07-14,23,Hospital_2
2025-07-15,12,Hospital_2
2025-07-16,19,Hospital_2
2025-07-17,17,Hospital_2
2025-07-18,7,Hospital_2
2025-07-19,5,Hospital_2
2025-07-20,11,Hospital_2
2025-07-21,17,Hospital_2
2025-07-22,14,Hospital_2
2025-07-23,9,Hospital_2
2025-07-24,23,Hospital_2
2025-07-25,10,Hospital_2
2025-07-26,10,Hospital_2
2025-07-27,13,Hospital_2
2025-07-28,8,Hospital_2
2025-07-29,10,Hospital_2
2025-07-30,9,Hospital_2
2025-07-31,15,Hospital_2
2025-08-01,14,Hospital_2
2025-08-02,10,Hospital_2
2025-08-03,13,Hospital_2
2025-08-04,25,Hospital_2
2025-08-05,16,Hospital_2
2025-08-06,11,Hospital_2
2025-08-07,11,Hospital_2
2025-08-08,14,Hospital_2
2025-08-09,5,Hospital_2
2025-08-10,9,Hospital_2
2025-08-11,12,Hospital_2
2025-08-12,14,Hospital_2
2025-08-13,18,Hospital_2
2025-08-14,19,Hospital_2
2025-08-15,17,Hospital_2
2025-08-16,11,Hospital_2
2025-08-17,15,Hospital_2
2025-08-18,10,Hospital_2
2025-08-19,15,Hospital_2
2025-08-20,15,Hospital_2
2025-08-21,19,Hospital_2
2025-08-22,12,Hospital_2
2025-08-23,12,Hospital_2
2025-08-24,10,Hospital_2
2025-08-25,13,Hospital_2
2025-08-26,17,Hospital_2
2025-08-27,14,Hospital_2
2025-08-28,12,Hospital_2
2025-08-29,18,Hospital_2
2025-08-30,13,Hospital_2
2025-08-31,9,Hospital_2
2025-09-01,20,Hospital_2
2025-09-02,11,Hospital_2
2025-09-03,21,Hospital_2
2025-09-04,15,Hospital_2
2025-09-05,3,Hospital_2
2025-09-06,13,Hospital_2
2025-09-07,13,Hospital_2
2025-09-08,16,Hospital_2
2025-09-09,17,Hospital_2
2025-09-10,11,Hospital_2
2025-09-11,19,Hospital_2
2025-09-12,14,Hospital_2
2025-09-13,7,Hospital_2
2025-09-14,8,Hospital_2
2025-09-15,20,Hospital_2
2025-09-16,14,Hospital_2
2025-09-17,20,Hospital_2
2025-09-18,15,Hospital_2
2025-09-19,16,Hospital_2
2025-09-20,10,Hospital_2
2025-09-21,16,Hospital_2
2025-09-22,20,Hospital_2
2025-09-23,15,Hospital_2
2025-09-24,11,Hospital_2
2025-09-25,13,Hospital_2
2025-09-26,13,Hospital_2
2025-09-27,5,Hospital_2
2025-09-28,13,Hospital_2
2025-09-29,18,Hospital_2
2025-09-30,15,Hospital_2
2025-10-01,26,Hospital_2
2025-10-02,14,Hospital_2
2025-10-03,24,Hospital_2
2025-10-04,12,Hospital_2
2025-10-05,11,Hospital_2
2025-10-06,12,Hospital_2
2025-10-07,15,Hospital_2
2025-10-08,10,Hospital_2
2025-10-09,19,Hospital_2
2025-10-10,19,Hospital_2
2025-10-11,6,Hospital_2
2025-10-12,12,Hospital_2
2025-10-13,15,Hospital_2
2025-10-14,19,Hospital_2
2025-10-15,19,Hospital_2
2025-10-16,21,Hospital_2
2025-10-17,19,Hospital_2
2025-10-18,13,Hospital_2
2025-10-19,15,Hospital_2
2025-10-20,16,Hospital_2
2025-10-21,18,Hospital_2
2025-10-22,13,Hospital_2
2025-10-23,17,Hospital_2
2025-10-24,10,Hospital_2
2025-10-25,12,Hospital_2
2025-10-26,13,Hospital_2
2025-10-27,14,Hospital_2
2025-10-28,22,Hospital_2
2025-10-29,16,Hospital_2
2025-10-30,10,Hospital_2
2025-10-31,11,Hospital_2
2025-11-01,7,Hospital_2
2025-11-02,18,Hospital_2
2025-11-03,18,Hospital_2
2025-11-04,15,Hospital_2
2025-11-05,16,Hospital_2
2025-11-06,11,Hospital_2
2025-11-07,19,Hospital_2
2025-11-08,10,Hospital_2
2025-11-09,14,Hospital_2
2025-11-10,26,Hospital_2
2025-11-11,16,Hospital_2
2025-11-12,15,Hospital_2
2025-11-13,19,Hospital_2
2025-11-14,14,Hospital_2
2025-11-15,9,Hospital_2
2025-11-16,11,Hospital_2
2025-11-17,15,Hospital_2
2025-11-18,9,Hospital_2
2025-11-19,17,Hospital_2
2025-11-20,13,Hospital_2
2025-11-21,7,Hospital_2
2025-11-22,5,Hospital_2
2025-11-23,7,Hospital_2
2025-11-24,15,Hospital_2
2025-11-25,16,Hospital_2
2025-11-26,16,Hospital_2
2025-11-27,16,Hospital_2
2025-11-28,9,Hospital_2
2025-11-29,10,Hospital_2
2025-11-30,12,Hospital_2
2025-12-01,8,Hospital_2
2025-12-02,6,Hospital_2
2025-12-03,24,Hospital_2
2025-12-04,18,Hospital_2
2025-12-05,12,Hospital_2
2025-12-06,14,Hospital_2
2025-12-07,14,Hospital_2
2025-12-08,18,Hospital_2
2025-12-09,15,Hospital_2
2025-12-10,22,Hospital_2
2025-12-11,21,Hospital_2
2025-12-12,10,Hospital_2
2025-12-13,13,Hospital_2
2025-12-14,11,Hospital_2
2025-12-15,14,Hospital_2
2025-12-16,25,Hospital_2
2025-12-17,12,Hospital_2
2025-12-18,16,Hospital_2
2025-12-19,4,Hospital_2
2025-12-20,8,Hospital_2
2025-12-21,7,Hospital_2
2025-12-22,12,Hospital_2
2025-12-23,8,Hospital_2
2025-12-24,15,Hospital_2
2025-12-25,8,Hospital_2
2025-12-26,11,Hospital_2
2025-12-27,1,Hospital_2
2025-12-28,9,Hospital_2
2025-12-29,11,Hospital_2
2025-12-30,20,Hospital_2
2025-12-31,11,Hospital_2
2026-01-01,4,Hospital_2
2026-01-02,8,Hospital_2
2026-01-03,13,Hospital_2
2026-01-04,14,Hospital_2
2026-01-05,12,Hospital_2
2026-01-06,16,Hospital_2
2026-01-07,22,Hospital_2
2026-01-08,19,Hospital_2
2026-01-09,18,Hospital_2
2026-01-10,9,Hospital_2
2026-01-11,8,Hospital_2
2026-01-12,15,Hospital_2
2026-01-13,17,Hospital_2
2026-01-14,14,Hospital_2
2026-01-15,15,Hospital_2
2026-01-16,16,Hospital_2
2026-01-17,9,Hospital_2
2026-01-18,13,Hospital_2
2026-01-19,15,Hospital_2
2026-01-20,21,Hospital_2
2026-01-21,13,Hospital_2
2026-01-22,13,Hospital_2
2026-01-23,13,Hospital_2
2026-01-24,7,Hospital_2
2026-01-25,15,Hospital_2
2026-01-26,17,Hospital_2
2026-01-27,23,Hospital_2
2026-01-28,14,Hospital_2
2026-01-29,19,Hospital_2
2026-01-30,12,Hospital_2
2026-01-31,14,Hospital_2
2026-02-01,15,Hospital_2
2026-02-02,22,Hospital_2
2026-02-03,19,Hospital_2
2026-02-04,21,Hospital_2
2026-02-05,27,Hospital_2
2026-02-06,15,Hospital_2
2026-02-07,10,Hospital_2
2026-02-08,20,Hospital_2
2026-02-09,12,Hospital_2
2026-02-10,14,Hospital_2
2026-02-11,19,Hospital_2
2026-02-12,27,Hospital_2
2026-02-13,13,Hospital_2
2026-02-14,8,Hospital_2
2026-02-15,17,Hospital_2
2026-02-16,16,Hospital_2
2026-02-17,24,Hospital_2
2026-02-18,21,Hospital_2
2026-02-19,16,Hospital_2
2026-02-20,20,Hospital_2
2026-02-21,4,Hospital_2
2026-02-22,11,Hospital_2
2026-02-23,19,Hospital_2
2026-02-24,20,Hospital_2
2026-02-25,17,Hospital_2
2026-02-26,22,Hospital_2
2026-02-27,13,Hospital_2
2026-02-28,20,Hospital_2
2026-03-01,11,Hospital_2
2026-03-02,13,Hospital_2
2026-03-03,19,Hospital_2
2026-03-04,11,Hospital_2
2026-03-05,25,Hospital_2
2026-03-06,12,Hospital_2
2026-03-07,14,Hospital_2
2026-03-08,13,Hospital_2
2026-03-09,17,Hospital_2
2026-03-10,15,Hospital_2
2026-03-11,18,Hospital_2
2026-03-12,20,Hospital_2
2026-03-13,11,Hospital_2
2026-03-14,12,Hospital_2
2026-03-15,16,Hospital_2
2026-03-16,24,Hospital_2
2026-03-17,14,Hospital_2
2026-03-18,10,Hospital_2
2026-03-19,7,Hospital_2
2026-03-20,10,Hospital_2
2026-03-21,8,Hospital_2
2026-03-22,10,Hospital_2
2026-03-23,19,Hospital_2
2026-03-24,17,Hospital_2
2026-03-25,21,Hospital_2
2026-03-26,18,Hospital_2
2026-03-27,10,Hospital_2
2026-03-28,20,Hospital_2
2026-03-29,20,Hospital_2
2026-03-30,24,Hospital_2
2026-03-31,19,Hospital_2
2026-04-01,18,Hospital_2
2026-04-02,26,Hospital_2
2026-04-03,17,Hospital_2
2026-04-04,12,Hospital_2
2026-04-05,18,Hospital_2
2026-04-06,16,Hospital_2
2026-04-07,14,Hospital_2
2026-04-08,15,Hospital_2
2026-04-09,19,Hospital_2
2026-04-10,15,Hospital_2
2026-04-11,13,Hospital_2
2026-04-12,10,Hospital_2
2026-04-13,16,Hospital_2
2026-04-14,14,Hospital_2
2026-04-15,19,Hospital_2
2026-04-16,23,Hospital_2
2026-04-17,15,Hospital_2
2026-04-18,14,Hospital_2
2026-04-19,13,Hospital_2
2026-04-20,17,Hospital_2
2026-04-21,22,Hospital_2
2026-04-22,22,Hospital_2
2026-04-23,13,Hospital_2
2026-04-24,12,Hospital_2
2026-04-25,13,Hospital_2
2026-04-26,14,Hospital_2
2026-04-27,19,Hospital_2
2026-04-28,16,Hospital_2
2026-04-29,19,Hospital_2
2026-04-30,16,Hospital_2
2026-05-01,16,Hospital_2
2026-05-02,13,Hospital_2
2026-05-03,10,Hospital_2
2026-05-04,25,Hospital_2
2026-05-05,20,Hospital_2
2026-05-06,13,Hospital_2
2026-05-07,24,Hospital_2
2026-05-08,18,Hospital_2
2026-05-09,18,Hospital_2
2026-05-10,19,Hospital_2
2026-05-11,13,Hospital_2
2026-05-12,20,Hospital_2
2026-05-13,25,Hospital_2
2026-05-14,18,Hospital_2
2026-05-15,14,Hospital_2
2026-05-16,16,Hospital_2
2026-05-17,16,Hospital_2
2026-05-18,26,Hospital_2
2026-05-19,26,Hospital_2
2026-05-20,24,Hospital_2
2026-05-21,16,Hospital_2
2026-05-22,14,Hospital_2
2026-05-23,9,Hospital_2
2026-05-24,12,Hospital_2
2026-05-25,20,Hospital_2
2026-05-26,4,Hospital_2
2026-05-27,7,Hospital_2
2026-05-28,3,Hospital_2
2026-05-29,8,Hospital_2
2026-05-30,8,Hospital_2
2026-05-31,10,Hospital_2
2026-06-01,15,Hospital_2
2026-06-02,27,Hospital_2
2026-06-03,20,Hospital_2
2026-06-04,22,Hospital_2
2026-06-05,17,Hospital_2
2026-06-06,18,Hospital_2
2026-06-07,13,Hospital_2
2026-06-08,16,Hospital_2
2026-06-09,17,Hospital_2
2026-06-10,19,Hospital_2
2026-06-11,21,Hospital_2
2026-06-12,8,Hospital_2
2026-06-13,11,Hospital_2
2026-06-14,20,Hospital_2
2026-06-15,11,Hospital_2
2026-06-16,23,Hospital_2
2026-06-17,21,Hospital_2
2026-06-18,19,Hospital_2
2026-06-19,14,Hospital_2
2026-06-20,16,Hospital_2
2026-06-21,18,Hospital_2
2026-06-22,22,Hospital_2
2026-06-23,20,Hospital_2
2026-06-24,13,Hospital_2
2026-06-25,25,Hospital_2
2026-06-26,15,Hospital_2
2026-06-27,15,Hospital_2
2026-06-28,22,Hospital_2
2026-06-29,20,Hospital_2
2026-06-30,27,Hospital_2
2022-01-02,17,Hospital_3
2022-01-03,7,Hospital_3
2022-01-04,12,Hospital_3
2022-01-05,16,Hospital_3
2022-01-06,18,Hospital_3
2022-01-07,8,Hospital_3
2022-01-08,1,Hospital_3
2022-01-09,17,Hospital_3
2022-01-10,11,Hospital_3
2022-01-11,14,Hospital_3
2022-01-12,18,Hospital_3
2022-01-13,14,Hospital_3
2022-01-14,12,Hospital_3
2022-01-15,1,Hospital_3
2022-01-16,23,Hospital_3
2022-01-17,9,Hospital_3
2022-01-18,14,Hospital_3
2022-01-19,12,Hospital_3
2022-01-20,23,Hospital_3
2022-01-21,8,Hospital_3
2022-01-22,2,Hospital_3
2022-01-23,15,Hospital_3
2022-01-24,12,Hospital_3
2022-01-25,16,Hospital_3
2022-01-26,14,Hospital_3
2022-01-27,13,Hospital_3
2022-01-28,11,Hospital_3
2022-01-29,1,Hospital_3
2022-01-30,21,Hospital_3
2022-01-31,7,Hospital_3
2022-02-01,16,Hospital_3
2022-02-02,16,Hospital_3
2022-02-03,15,Hospital_3
2022-02-04,13,Hospital_3
2022-02-05,1,Hospital_3
2022-02-06,18,Hospital_3
2022-02-07,12,Hospital_3
2022-02-08,26,Hospital_3
2022-02-09,13,Hospital_3
2022-02-10,20,Hospital_3
2022-02-11,9,Hospital_3
2022-02-12,1,Hospital_3
2022-02-13,18,Hospital_3
2022-02-14,13,Hospital_3
2022-02-15,17,Hospital_3
2022-02-16,18,Hospital_3
2022-02-17,19,Hospital_3
2022-02-18,11,Hospital_3
2022-02-19,2,Hospital_3
2022-02-20,16,Hospital_3
2022-02-21,11,Hospital_3
2022-02-22,16,Hospital_3
2022-02-23,13,Hospital_3
2022-02-24,21,Hospital_3
2022-02-25,18,Hospital_3
2022-02-26,1,Hospital_3
2022-02-27,15,Hospital_3
2022-02-28,12,Hospital_3
2022-03-01,22,Hospital_3
2022-03-02,11,Hospital_3
2022-03-03,17,Hospital_3
2022-03-04,10,Hospital_3
2022-03-05,1,Hospital_3
2022-03-06,21,Hospital_3
2022-03-07,8,Hospital_3
2022-03-08,21,Hospital_3
2022-03-09,18,Hospital_3
2022-03-10,23,Hospital_3
2022-03-11,18,Hospital_3
2022-03-12,1,Hospital_3
2022-03-13,16,Hospital_3
2022-03-14,11,Hospital_3
2022-03-15,20,Hospital_3
2022-03-16,20,Hospital_3
2022-03-17,20,Hospital_3
2022-03-18,22,Hospital_3
2022-03-19,1,Hospital_3
2022-03-20,24,Hospital_3
2022-03-21,12,Hospital_3
2022-03-22,21,Hospital_3
2022-03-23,19,Hospital_3
2022-03-24,26,Hospital_3
2022-03-25,19,Hospital_3
2022-03-26,1,Hospital_3
2022-03-27,18,Hospital_3
2022-03-28,12,Hospital_3
2022-03-29,18,Hospital_3
2022-03-30,17,Hospital_3
2022-03-31,25,Hospital_3
2022-04-01,12,Hospital_3
2022-04-02,1,Hospital_3
2022-04-03,14,Hospital_3
2022-04-04,14,Hospital_3
2022-04-05,12,Hospital_3
2022-04-06,14,Hospital_3
2022-04-07,22,Hospital_3
2022-04-08,15,Hospital_3
2022-04-09,1,Hospital_3
2022-04-10,17,Hospital_3
2022-04-11,7,Hospital_3
2022-04-12,18,Hospital_3
2022-04-13,15,Hospital_3
2022-04-14,18,Hospital_3
2022-04-15,11,Hospital_3
2022-04-16,1,Hospital_3
2022-04-17,14,Hospital_3
2022-04-18,9,Hospital_3
2022-04-19,13,Hospital_3
2022-04-20,12,Hospital_3
2022-04-21,11,Hospital_3
2022-04-22,17,Hospital_3
2022-04-23,1,Hospital_3
2022-04-24,6,Hospital_3
2022-04-25,7,Hospital_3
2022-04-26,13,Hospital_3
2022-04-27,6,Hospital_3
2022-04-28,15,Hospital_3
2022-04-29,10,Hospital_3
2022-04-30,1,Hospital_3
2022-05-01,1,Hospital_3
2022-05-02,1,Hospital_3
2022-05-03,1,Hospital_3
2022-05-04,1,Hospital_3
2022-05-05,8,Hospital_3
2022-05-06,10,Hospital_3
2022-05-07,0,Hospital_3
2022-05-08,13,Hospital_3
2022-05-09,12,Hospital_3
2022-05-10,17,Hospital_3
2022-05-11,20,Hospital_3
2022-05-12,14,Hospital_3
2022-05-13,20,Hospital_3
2022-05-14,2,Hospital_3
2022-05-15,17,Hospital_3
2022-05-16,14,Hospital_3
2022-05-17,17,Hospital_3
2022-05-18,23,Hospital_3
2022-05-19,16,Hospital_3
2022-05-20,17,Hospital_3
2022-05-21,1,Hospital_3
2022-05-22,18,Hospital_3
2022-05-23,13,Hospital_3
2022-05-24,18,Hospital_3
2022-05-25,19,Hospital_3
2022-05-26,15,Hospital_3
2022-05-27,17,Hospital_3
2022-05-28,0,Hospital_3
2022-05-29,13,Hospital_3
2022-05-30,14,Hospital_3
2022-05-31,23,Hospital_3
2022-06-01,21,Hospital_3
2022-06-02,19,Hospital_3
2022-06-03,17,Hospital_3
2022-06-04,1,Hospital_3
2022-06-05,25,Hospital_3
2022-06-06,12,Hospital_3
2022-06-07,24,Hospital_3
2022-06-08,22,Hospital_3
2022-06-09,22,Hospital_3
2022-06-10,18,Hospital_3
2022-06-11,6,Hospital_3
2022-06-12,25,Hospital_3
2022-06-13,20,Hospital_3
2022-06-14,29,Hospital_3
2022-06-15,30,Hospital_3
2022-06-16,25,Hospital_3
2022-06-17,18,Hospital_3
2022-06-18,1,Hospital_3
2022-06-19,15,Hospital_3
2022-06-20,12,Hospital_3
2022-06-21,23,Hospital_3
2022-06-22,25,Hospital_3
2022-06-23,24,Hospital_3
2022-06-24,18,Hospital_3
2022-06-25,7,Hospital_3
2022-06-26,18,Hospital_3
