Location,Month,Admitting Department,Admissions
Hospital_1,2025-06-01,Department_34,9
Hospital_1,2025-06-01,Department_35,4
Hospital_1,2025-06-01,Department_36,4
Hospital_1,2025-06-01,Department_37,1
Hospital_1,2025-06-01,Department_38,14
Hospital_1,2025-06-01,Department_39,2
Hospital_1,2025-06-01,Department_40,5
Hospital_1,2025-06-01,Department_41,8
Hospital_1,2025-06-01,Department_42,3
Hospital_1,2025-06-01,Department_43,2
Hospital_1,2025-06-01,Department_44,5
Hospital_1,2025-06-01,Department_45,2
Hospital_1,2025-06-01,Department_47,1
Hospital_1,2025-06-01,Department_48,5
Hospital_1,2025-06-01,Department_49,2
Hospital_1,2025-06-01,Department_51,1
Hospital_1,2025-06-01,Department_54,2
Hospital_1,2025-06-01,Department_55,1
Hospital_1,2025-06-01,Department_56,2
Hospital_1,2025-06-01,Department_58,1
Hospital_1,2025-07-01,Department_01,497
Hospital_1,2025-07-01,Department_02,188
Hospital_1,2025-07-01,Department_03,220
Hospital_1,2025-07-01,Department_04,172
Hospital_1,2025-07-01,Department_05,176
Hospital_1,2025-07-01,Department_06,149
Hospital_1,2025-07-01,Department_07,113
Hospital_1,2025-07-01,Department_08,118
Hospital_1,2025-07-01,Department_09,113
Hospital_1,2025-07-01,Department_10,102
Hospital_1,2025-07-01,Department_11,89
Hospital_1,2025-07-01,Department_12,71
Hospital_1,2025-07-01,Department_13,74
Hospital_1,2025-07-01,Department_14,44
Hospital_1,2025-07-01,Department_15,44
Hospital_1,2025-07-01,Department_16,45
Hospital_1,2025-07-01,Department_17,63
Hospital_1,2025-07-01,Department_18,32
Hospital_1,2025-07-01,Department_19,34
Hospital_1,2025-07-01,Department_20,32
Hospital_1,2025-07-01,Department_21,39
Hospital_1,2025-07-01,Department_22,33
Hospital_1,2025-07-01,Department_23,30
Hospital_1,2025-07-01,Department_24,8
Hospital_1,2025-07-01,Department_25,19
Hospital_1,2025-07-01,Department_26,18
Hospital_1,2025-07-01,Department_27,23
Hospital_1,2025-07-01,Department_28,38
Hospital_1,2025-07-01,Department_29,16
Hospital_1,2025-07-01,Department_30,12
Hospital_1,2025-07-01,Department_31,17
Hospital_1,2025-07-01,Department_32,8
Hospital_1,2025-07-01,Department_33,3
Hospital_1,2025-07-01,Department_34,14
Hospital_1,2025-07-01,Department_35,2
Hospital_1,2025-07-01,Department_36,3
Hospital_1,2025-07-01,Department_37,6
Hospital_1,2025-07-01,Department_38,3
Hospital_1,2025-07-01,Department_39,4
Hospital_1,2025-07-01,Department_42,1
Hospital_1,2025-07-01,Department_43,6
Hospital_1,2025-07-01,Department_44,2
Hospital_1,2025-07-01,Department_47,3
Hospital_1,2025-07-01,Department_48,3
Hospital_1,2025-07-01,Department_50,2
Hospital_1,2025-07-01,Department_51,4
Hospital_1,2025-07-01,Department_52,1
Hospital_1,2025-07-01,Department_53,1
Hospital_1,2025-07-01,Department_54,2
Hospital_1,2025-07-01,Department_55,1
Hospital_1,2025-08-01,Department_01,385
Hospital_1,2025-08-01,Department_02,176
Hospital_1,2025-08-01,Department_03,225
Hospital_1,2025-08-01,Department_04,148
Hospital_1,2025-08-01,Department_05,133
Hospital_1,2025-08-01,Department_06,103
Hospital_1,2025-08-01,Department_07,118
Hospital_1,2025-08-01,Department_08,110
Hospital_1,2025-08-01,Department_09,102
Hospital_1,2025-08-01,Department_10,74
Hospital_1,2025-08-01,Department_11,91
Hospital_1,2025-08-01,Department_12,72
Hospital_1,2025-08-01,Department_13,71
Hospital_1,2025-08-01,Department_14,68
Hospital_1,2025-08-01,Department_15,64
Hospital_1,2025-08-01,Department_16,59
Hospital_1,2025-08-01,Department_17,55
Hospital_1,2025-08-01,Department_18,20
Hospital_1,2025-08-01,Department_19,40
Hospital_1,2025-08-01,Department_20,28
Hospital_1,2025-08-01,Department_21,28
Hospital_1,2025-08-01,Department_22,22
Hospital_1,2025-08-01,Department_23,28
Hospital_1,2025-08-01,Department_24,19
Hospital_1,2025-08-01,Department_25,20
Hospital_1,2025-08-01,Department_26,18
Hospital_1,2025-08-01,Department_27,24
Hospital_1,2025-08-01,Department_28,33
Hospital_1,2025-08-01,Department_29,12
Hospital_1,2025-08-01,Department_30,18
Hospital_1,2025-08-01,Department_31,14
Hospital_1,2025-08-01,Department_32,14
Hospital_1,2025-08-01,Department_33,19
Hospital_1,2025-08-01,Department_34,5
Hospital_1,2025-08-01,Department_35,14
Hospital_1,2025-08-01,Department_36,7
Hospital_1,2025-08-01,Department_37,3
Hospital_1,2025-08-01,Department_39,2
Hospital_1,2025-08-01,Department_40,6
Hospital_1,2025-08-01,Department_43,4
Hospital_1,2025-08-01,Department_45,1
Hospital_1,2025-08-01,Department_46,1
Hospital_1,2025-08-01,Department_49,1
Hospital_1,2025-08-01,Department_50,1
Hospital_1,2025-08-01,Department_71,1
Hospital_1,2025-09-01,Department_01,398
Hospital_1,2025-09-01,Department_02,272
Hospital_1,2025-09-01,Department_03,253
Hospital_1,2025-09-01,Department_04,171
Hospital_1,2025-09-01,Department_05,180
Hospital_1,2025-09-01,Department_06,121
Hospital_1,2025-09-01,Department_07,116
Hospital_1,2025-09-01,Department_08,94
Hospital_1,2025-09-01,Department_09,93
Hospital_1,2025-09-01,Department_10,107
Hospital_1,2025-09-01,Department_11,104
Hospital_1,2025-09-01,Department_12,88
Hospital_1,2025-09-01,Department_13,61
Hospital_1,2025-09-01,Department_14,58
Hospital_1,2025-09-01,Department_15,50
Hospital_1,2025-09-01,Department_16,34
Hospital_1,2025-09-01,Department_17,58
Hospital_1,2025-09-01,Department_18,50
Hospital_1,2025-09-01,Department_19,35
Hospital_1,2025-09-01,Department_20,26
Hospital_1,2025-09-01,Department_21,37
Hospital_1,2025-09-01,Department_22,19
Hospital_1,2025-09-01,Department_23,22
Hospital_1,2025-09-01,Department_24,23
Hospital_1,2025-09-01,Department_25,41
Hospital_1,2025-09-01,Department_26,19
Hospital_1,2025-09-01,Department_27,13
Hospital_1,2025-09-01,Department_28,22
Hospital_1,2025-09-01,Department_29,18
Hospital_1,2025-09-01,Department_30,13
Hospital_1,2025-09-01,Department_31,16
Hospital_1,2025-09-01,Department_32,9
Hospital_1,2025-09-01,Department_33,17
Hospital_1,2025-09-01,Department_34,9
Hospital_1,2025-09-01,Department_35,8
Hospital_1,2025-09-01,Department_36,9
Hospital_1,2025-09-01,Department_37,7
Hospital_1,2025-09-01,Department_38,8
Hospital_1,2025-09-01,Department_39,4
Hospital_1,2025-09-01,Department_40,6
Hospital_1,2025-09-01,Department_41,4
Hospital_1,2025-09-01,Department_42,1
Hospital_1,2025-09-01,Department_43,5
Hospital_1,2025-09-01,Department_44,1
Hospital_1,2025-09-01,Department_46,1
Hospital_1,2025-09-01,Department_47,1
Hospital_1,2025-09-01,Department_49,1
Hospital_1,2025-09-01,Department_52,2
Hospital_1,2025-09-01,Department_53,1
Hospital_1,2025-09-01,Department_58,2
Hospital_1,2025-09-01,Department_64,2
Hospital_1,2025-10-01,Department_01,436
Hospital_1,2025-10-01,Department_02,407
Hospital_1,2025-10-01,Department_03,275
Hospital_1,2025-10-01,Department_04,167
Hospital_1,2025-10-01,Department_05,204
Hospital_1,2025-10-01,Department_06,162
Hospital_1,2025-10-01,Department_07,134
Hospital_1,2025-10-01,Department_08,112
Hospital_1,2025-10-01,Department_09,132
Hospital_1,2025-10-01,Department_10,75
Hospital_1,2025-10-01,Department_11,94
Hospital_1,2025-10-01,Department_12,81
Hospital_1,2025-10-01,Department_13,89
Hospital_1,2025-10-01,Department_14,57
Hospital_1,2025-10-01,Department_15,62
Hospital_1,2025-10-01,Department_16,50
Hospital_1,2025-10-01,Department_17,40
Hospital_1,2025-10-01,Department_18,53
Hospital_1,2025-10-01,Department_19,28
Hospital_1,2025-10-01,Department_20,50
Hospital_1,2025-10-01,Department_21,44
Hospital_1,2025-10-01,Department_22,20
Hospital_1,2025-10-01,Department_23,17
Hospital_1,2025-10-01,Department_24,22
Hospital_1,2025-10-01,Department_25,28
Hospital_1,2025-10-01,Department_26,20
Hospital_1,2025-10-01,Department_27,18
Hospital_1,2025-10-01,Department_28,23
Hospital_1,2025-10-01,Department_29,16
Hospital_1,2025-10-01,Department_30,5
Hospital_1,2025-10-01,Department_31,11
Hospital_1,2025-10-01,Department_32,21
Hospital_1,2025-10-01,Department_33,9
Hospital_1,2025-10-01,Department_34,9
Hospital_1,2025-10-01,Department_35,13
Hospital_1,2025-10-01,Department_36,7
Hospital_1,2025-10-01,Department_37,5
Hospital_1,2025-10-01,Department_38,8
Hospital_1,2025-10-01,Department_39,1
Hospital_1,2025-10-01,Department_40,3
Hospital_1,2025-10-01,Department_41,3
Hospital_1,2025-10-01,Department_42,4
Hospital_1,2025-10-01,Department_43,2
Hospital_1,2025-10-01,Department_44,3
Hospital_1,2025-10-01,Department_49,2
Hospital_1,2025-10-01,Department_50,1
Hospital_1,2025-10-01,Department_53,1
Hospital_1,2025-10-01,Department_55,1
Hospital_1,2025-10-01,Department_58,3
Hospital_1,2025-10-01,Department_59,2
Hospital_1,2025-10-01,Department_64,1
Hospital_1,2025-10-01,Department_69,1
Hospital_1,2025-11-01,Department_01,471
Hospital_1,2025-11-01,Department_02,341
Hospital_1,2025-11-01,Department_03,230
Hospital_1,2025-11-01,Department_04,164
Hospital_1,2025-11-01,Department_05,162
Hospital_1,2025-11-01,Department_06,132
Hospital_1,2025-11-01,Department_07,124
Hospital_1,2025-11-01,Department_08,127
Hospital_1,2025-11-01,Department_09,94
Hospital_1,2025-11-01,Department_10,103
Hospital_1,2025-11-01,Department_11,84
Hospital_1,2025-11-01,Department_12,102
Hospital_1,2025-11-01,Department_13,71
Hospital_1,2025-11-01,Department_14,60
Hospital_1,2025-11-01,Department_15,54
Hospital_1,2025-11-01,Department_16,42
Hospital_1,2025-11-01,Department_17,63
Hospital_1,2025-11-01,Department_18,39
Hospital_1,2025-11-01,Department_19,40
Hospital_1,2025-11-01,Department_20,25
Hospital_1,2025-11-01,Department_21,33
Hospital_1,2025-11-01,Department_22,22
Hospital_1,2025-11-01,Department_23,32
Hospital_1,2025-11-01,Department_24,19
Hospital_1,2025-11-01,Department_25,23
Hospital_1,2025-11-01,Department_26,11
Hospital_1,2025-11-01,Department_27,13
Hospital_1,2025-11-01,Department_28,19
Hospital_1,2025-11-01,Department_29,17
Hospital_1,2025-11-01,Department_30,16
Hospital_1,2025-11-01,Department_31,11
Hospital_1,2025-11-01,Department_32,28
Hospital_1,2025-11-01,Department_33,13
Hospital_1,2025-11-01,Department_34,8
Hospital_1,2025-11-01,Department_35,5
Hospital_1,2025-11-01,Department_36,12
Hospital_1,2025-11-01,Department_37,8
Hospital_1,2025-11-01,Department_38,4
Hospital_1,2025-11-01,Department_39,2
Hospital_1,2025-11-01,Department_40,8
Hospital_1,2025-11-01,Department_41,4
Hospital_1,2025-11-01,Department_42,1
Hospital_1,2025-11-01,Department_43,4
Hospital_1,2025-11-01,Department_44,2
Hospital_1,2025-11-01,Department_45,2
Hospital_1,2025-11-01,Department_47,2
Hospital_1,2025-11-01,Department_49,1
Hospital_1,2025-11-01,Department_50,1
Hospital_1,2025-11-01,Department_52,4
Hospital_1,2025-11-01,Department_53,2
Hospital_1,2025-11-01,Department_56,1
Hospital_1,2025-11-01,Department_57,1
Hospital_1,2025-11-01,Department_59,1
Hospital_1,2025-12-01,Department_01,476
Hospital_1,2025-12-01,Department_02,224
Hospital_1,2025-12-01,Department_03,246
Hospital_1,2025-12-01,Department_04,177
Hospital_1,2025-12-01,Department_05,129
Hospital_1,2025-12-01,Department_06,124
Hospital_1,2025-12-01,Department_07,137
Hospital_1,2025-12-01,Department_08,148
Hospital_1,2025-12-01,Department_09,117
Hospital_1,2025-12-01,Department_10,119
Hospital_1,2025-12-01,Department_11,105
Hospital_1,2025-12-01,Department_12,91
Hospital_1,2025-12-01,Department_13,82
Hospital_1,2025-12-01,Department_14,56
Hospital_1,2025-12-01,Department_15,50
Hospital_1,2025-12-01,Department_16,54
Hospital_1,2025-12-01,Department_17,47
Hospital_1,2025-12-01,Department_18,44
Hospital_1,2025-12-01,Department_19,40
Hospital_1,2025-12-01,Department_20,30
Hospital_1,2025-12-01,Department_21,37
Hospital_1,2025-12-01,Department_22,21
Hospital_1,2025-12-01,Department_23,29
Hospital_1,2025-12-01,Department_24,21
Hospital_1,2025-12-01,Department_25,12
Hospital_1,2025-12-01,Department_26,25
Hospital_1,2025-12-01,Department_27,18
Hospital_1,2025-12-01,Department_28,21
Hospital_1,2025-12-01,Department_29,16
Hospital_1,2025-12-01,Department_30,8
Hospital_1,2025-12-01,Department_31,8
Hospital_1,2025-12-01,Department_32,8
Hospital_1,2025-12-01,Department_33,11
Hospital_1,2025-12-01,Department_34,11
Hospital_1,2025-12-01,Department_35,11
Hospital_1,2025-12-01,Department_36,11
Hospital_1,2025-12-01,Department_37,8
Hospital_1,2025-12-01,Department_38,4
Hospital_1,2025-12-01,Department_39,4
Hospital_1,2025-12-01,Department_41,2
Hospital_1,2025-12-01,Department_42,1
Hospital_1,2025-12-01,Department_43,2
Hospital_1,2025-12-01,Department_44,4
Hospital_1,2025-12-01,Department_45,2
Hospital_1,2025-12-01,Department_49,2
Hospital_1,2025-12-01,Department_51,4
Hospital_1,2025-12-01,Department_52,2
Hospital_1,2025-12-01,Department_54,1
Hospital_1,2025-12-01,Department_57,1
Hospital_1,2025-12-01,Department_72,1
Hospital_1,2026-01-01,Department_01,491
Hospital_1,2026-01-01,Department_02,254
Hospital_1,2026-01-01,Department_03,242
Hospital_1,2026-01-01,Department_04,192
Hospital_1,2026-01-01,Department_05,146
Hospital_1,2026-01-01,Department_06,134
Hospital_1,2026-01-01,Department_07,122
Hospital_1,2026-01-01,Department_08,108
Hospital_1,2026-01-01,Department_09,94
Hospital_1,2026-01-01,Department_10,92
Hospital_1,2026-01-01,Department_11,96
Hospital_1,2026-01-01,Department_12,92
Hospital_1,2026-01-01,Department_13,77
Hospital_1,2026-01-01,Department_14,62
Hospital_1,2026-01-01,Department_15,60
Hospital_1,2026-01-01,Department_16,63
Hospital_1,2026-01-01,Department_17,46
Hospital_1,2026-01-01,Department_18,35
Hospital_1,2026-01-01,Department_19,47
Hospital_1,2026-01-01,Department_20,47
Hospital_1,2026-01-01,Department_21,37
Hospital_1,2026-01-01,Department_22,16
Hospital_1,2026-01-01,Department_23,25
Hospital_1,2026-01-01,Department_24,23
Hospital_1,2026-01-01,Department_25,20
Hospital_1,2026-01-01,Department_26,22
Hospital_1,2026-01-01,Department_27,15
Hospital_1,2026-01-01,Department_28,20
Hospital_1,2026-01-01,Department_29,11
Hospital_1,2026-01-01,Department_30,14
Hospital_1,2026-01-01,Department_31,10
Hospital_1,2026-01-01,Department_32,12
Hospital_1,2026-01-01,Department_33,9
Hospital_1,2026-01-01,Department_34,7
Hospital_1,2026-01-01,Department_35,5
Hospital_1,2026-01-01,Department_36,7
Hospital_1,2026-01-01,Department_37,5
Hospital_1,2026-01-01,Department_38,6
Hospital_1,2026-01-01,Department_40,4
Hospital_1,2026-01-01,Department_41,5
Hospital_1,2026-01-01,Department_42,1
Hospital_1,2026-01-01,Department_43,3
Hospital_1,2026-01-01,Department_44,2
Hospital_1,2026-01-01,Department_45,1
Hospital_1,2026-01-01,Department_47,3
Hospital_1,2026-01-01,Department_49,2
Hospital_1,2026-01-01,Department_50,2
Hospital_1,2026-01-01,Department_51,4
Hospital_1,2026-01-01,Department_52,2
Hospital_1,2026-02-01,Department_01,446
Hospital_1,2026-02-01,Department_02,314
Hospital_1,2026-02-01,Department_03,211
Hospital_1,2026-02-01,Department_04,177
Hospital_1,2026-02-01,Department_05,174
Hospital_1,2026-02-01,Department_06,126
Hospital_1,2026-02-01,Department_07,96
Hospital_1,2026-02-01,Department_08,98
Hospital_1,2026-02-01,Department_09,89
Hospital_1,2026-02-01,Department_10,89
Hospital_1,2026-02-01,Department_11,86
Hospital_1,2026-02-01,Department_12,79
Hospital_1,2026-02-01,Department_13,72
Hospital_1,2026-02-01,Department_14,67
Hospital_1,2026-02-01,Department_15,53
Hospital_1,2026-02-01,Department_16,49
Hospital_1,2026-02-01,Department_17,60
Hospital_1,2026-02-01,Department_18,40
Hospital_1,2026-02-01,Department_19,37
Hospital_1,2026-02-01,Department_20,49
Hospital_1,2026-02-01,Department_21,25
Hospital_1,2026-02-01,Department_22,21
Hospital_1,2026-02-01,Department_23,23
Hospital_1,2026-02-01,Department_24,22
Hospital_1,2026-02-01,Department_25,31
Hospital_1,2026-02-01,Department_26,14
Hospital_1,2026-02-01,Department_27,18
Hospital_1,2026-02-01,Department_28,25
Hospital_1,2026-02-01,Department_29,13
Hospital_1,2026-02-01,Department_30,14
Hospital_1,2026-02-01,Department_31,13
Hospital_1,2026-02-01,Department_32,11
Hospital_1,2026-02-01,Department_33,12
Hospital_1,2026-02-01,Department_34,9
Hospital_1,2026-02-01,Department_35,4
Hospital_1,2026-02-01,Department_36,10
Hospital_1,2026-02-01,Department_37,5
Hospital_1,2026-02-01,Department_38,4
Hospital_1,2026-02-01,Department_39,9
Hospital_1,2026-02-01,Department_40,10
Hospital_1,2026-02-01,Department_41,7
Hospital_1,2026-02-01,Department_42,7
Hospital_1,2026-02-01,Department_44,1
Hospital_1,2026-02-01,Department_46,1
Hospital_1,2026-02-01,Department_47,5
Hospital_1,2026-02-01,Department_48,4
Hospital_1,2026-02-01,Department_51,2
Hospital_1,2026-02-01,Department_54,2
Hospital_1,2026-02-01,Department_55,1
Hospital_1,2026-02-01,Department_59,1
Hospital_1,2026-03-01,Department_01,417
Hospital_1,2026-03-01,Department_02,223
Hospital_1,2026-03-01,Department_03,186
Hospital_1,2026-03-01,Department_04,117
Hospital_1,2026-03-01,Department_05,123
Hospital_1,2026-03-01,Department_06,97
Hospital_1,2026-03-01,Department_07,119
Hospital_1,2026-03-01,Department_08,83
Hospital_1,2026-03-01,Department_09,83
Hospital_1,2026-03-01,Department_10,95
Hospital_1,2026-03-01,Department_11,79
Hospital_1,2026-03-01,Department_12,90
Hospital_1,2026-03-01,Department_13,62
Hospital_1,2026-03-01,Department_14,67
Hospital_1,2026-03-01,Department_15,40
Hospital_1,2026-03-01,Department_16,40
Hospital_1,2026-03-01,Department_17,29
Hospital_1,2026-03-01,Department_18,35
Hospital_1,2026-03-01,Department_19,23
Hospital_1,2026-03-01,Department_20,26
Hospital_1,2026-03-01,Department_21,25
Hospital_1,2026-03-01,Department_22,14
Hospital_1,2026-03-01,Department_23,21
Hospital_1,2026-03-01,Department_24,8
Hospital_1,2026-03-01,Department_25,7
Hospital_1,2026-03-01,Department_26,21
Hospital_1,2026-03-01,Department_27,25
Hospital_1,2026-03-01,Department_28,17
Hospital_1,2026-03-01,Department_29,4
Hospital_1,2026-03-01,Department_30,6
Hospital_1,2026-03-01,Department_31,16
Hospital_1,2026-03-01,Department_32,6
Hospital_1,2026-03-01,Department_33,4
Hospital_1,2026-03-01,Department_34,4
Hospital_1,2026-03-01,Department_35,9
Hospital_1,2026-03-01,Department_36,4
Hospital_1,2026-03-01,Department_37,6
Hospital_1,2026-03-01,Department_38,3
Hospital_1,2026-03-01,Department_39,8
Hospital_1,2026-03-01,Department_40,9
Hospital_1,2026-03-01,Department_41,6
Hospital_1,2026-03-01,Department_42,4
Hospital_1,2026-03-01,Department_44,1
Hospital_1,2026-03-01,Department_47,1
Hospital_1,2026-03-01,Department_48,1
Hospital_1,2026-03-01,Department_49,1
Hospital_1,2026-03-01,Department_50,1
Hospital_1,2026-03-01,Department_51,1
Hospital_1,2026-03-01,Department_52,1
Hospital_1,2026-03-01,Department_54,1
Hospital_1,2026-03-01,Department_55,3
Hospital_1,2026-03-01,Department_57,2
Hospital_1,2026-04-01,Department_01,514
Hospital_1,2026-04-01,Department_02,286
Hospital_1,2026-04-01,Department_03,233
Hospital_1,2026-04-01,Department_04,213
Hospital_1,2026-04-01,Department_05,133
Hospital_1,2026-04-01,Department_06,130
Hospital_1,2026-04-01,Department_07,133
Hospital_1,2026-04-01,Department_08,104
Hospital_1,2026-04-01,Department_09,120
Hospital_1,2026-04-01,Department_10,110
Hospital_1,2026-04-01,Department_11,93
Hospital_1,2026-04-01,Department_12,105
Hospital_1,2026-04-01,Department_13,63
Hospital_1,2026-04-01,Department_14,70
Hospital_1,2026-04-01,Department_15,48
Hospital_1,2026-04-01,Department_16,60
Hospital_1,2026-04-01,Department_17,46
Hospital_1,2026-04-01,Department_18,52
Hospital_1,2026-04-01,Department_19,67
Hospital_1,2026-04-01,Department_20,48
Hospital_1,2026-04-01,Department_21,35
Hospital_1,2026-04-01,Department_22,21
Hospital_1,2026-04-01,Department_23,42
Hospital_1,2026-04-01,Department_24,25
Hospital_1,2026-04-01,Department_25,24
Hospital_1,2026-04-01,Department_26,18
Hospital_1,2026-04-01,Department_27,19
Hospital_1,2026-04-01,Department_28,18
Hospital_1,2026-04-01,Department_29,12
Hospital_1,2026-04-01,Department_30,13
Hospital_1,2026-04-01,Department_31,12
Hospital_1,2026-04-01,Department_32,3
Hospital_1,2026-04-01,Department_33,9
Hospital_1,2026-04-01,Department_34,11
Hospital_1,2026-04-01,Department_35,8
Hospital_1,2026-04-01,Department_36,2
Hospital_1,2026-04-01,Department_37,3
Hospital_1,2026-04-01,Department_38,9
Hospital_1,2026-04-01,Department_39,4
Hospital_1,2026-04-01,Department_40,9
Hospital_1,2026-04-01,Department_41,13
Hospital_1,2026-04-01,Department_42,10
Hospital_1,2026-04-01,Department_43,3
Hospital_1,2026-04-01,Department_44,1
Hospital_1,2026-04-01,Department_45,6
Hospital_1,2026-04-01,Department_46,5
Hospital_1,2026-04-01,Department_47,1
Hospital_1,2026-04-01,Department_48,1
Hospital_1,2026-04-01,Department_49,3
Hospital_1,2026-04-01,Department_50,3
Hospital_1,2026-04-01,Department_51,2
Hospital_1,2026-04-01,Department_53,1
Hospital_1,2026-04-01,Department_55,2
Hospital_1,2026-05-01,Department_01,490
Hospital_1,2026-05-01,Department_02,327
Hospital_1,2026-05-01,Department_03,249
Hospital_1,2026-05-01,Department_04,194
Hospital_1,2026-05-01,Department_05,176
Hospital_1,2026-05-01,Department_06,138
Hospital_1,2026-05-01,Department_07,119
Hospital_1,2026-05-01,Department_08,117
Hospital_1,2026-05-01,Department_09,104
Hospital_1,2026-05-01,Department_10,96
Hospital_1,2026-05-01,Department_11,92
Hospital_1,2026-05-01,Department_12,87
Hospital_1,2026-05-01,Department_13,63
Hospital_1,2026-05-01,Department_14,47
Hospital_1,2026-05-01,Department_15,69
Hospital_1,2026-05-01,Department_16,52
Hospital_1,2026-05-01,Department_17,55
Hospital_1,2026-05-01,Department_18,45
Hospital_1,2026-05-01,Department_19,39
Hospital_1,2026-05-01,Department_20,46
Hospital_1,2026-05-01,Department_21,27
Hospital_1,2026-05-01,Department_22,34
Hospital_1,2026-05-01,Department_23,36
Hospital_1,2026-05-01,Department_24,17
Hospital_1,2026-05-01,Department_25,16
Hospital_1,2026-05-01,Department_26,27
Hospital_1,2026-05-01,Department_27,26
Hospital_1,2026-05-01,Department_28,27
Hospital_1,2026-05-01,Department_29,11
Hospital_1,2026-05-01,Department_30,25
Hospital_1,2026-05-01,Department_31,21
Hospital_1,2026-05-01,Department_32,5
Hospital_1,2026-05-01,Department_33,11
Hospital_1,2026-05-01,Department_34,5
Hospital_1,2026-05-01,Department_35,22
Hospital_1,2026-05-01,Department_36,7
Hospital_1,2026-05-01,Department_37,6
Hospital_1,2026-05-01,Department_38,9
Hospital_1,2026-05-01,Department_39,9
Hospital_1,2026-05-01,Department_40,6
Hospital_1,2026-05-01,Department_41,5
Hospital_1,2026-05-01,Department_42,4
Hospital_1,2026-05-01,Department_43,6
Hospital_1,2026-05-01,Department_44,2
Hospital_1,2026-05-01,Department_45,7
Hospital_1,2026-05-01,Department_46,3
Hospital_1,2026-05-01,Department_47,6
Hospital_1,2026-05-01,Department_48,4
Hospital_1,2026-05-01,Department_49,1
Hospital_1,2026-05-01,Department_51,1
Hospital_1,2026-05-01,Department_52,1
Hospital_1,2026-05-01,Department_54,2
Hospital_1,2026-06-01,Department_01,569
Hospital_1,2026-06-01,Department_02,303
Hospital_1,2026-06-01,Department_03,258
Hospital_1,2026-06-01,Department_04,224
Hospital_1,2026-06-01,Department_05,201
Hospital_1,2026-06-01,Department_06,179
Hospital_1,2026-06-01,Department_07,133
Hospital_1,2026-06-01,Department_08,147
Hospital_1,2026-06-01,Department_09,115
Hospital_1,2026-06-01,Department_10,119
Hospital_1,2026-06-01,Department_11,99
Hospital_1,2026-06-01,Department_12,91
Hospital_1,2026-06-01,Department_13,77
Hospital_1,2026-06-01,Department_14,61
Hospital_1,2026-06-01,Department_15,67
Hospital_1,2026-06-01,Department_16,63
Hospital_1,2026-06-01,Department_17,48
Hospital_1,2026-06-01,Department_18,50
Hospital_1,2026-06-01,Department_19,70
Hospital_1,2026-06-01,Department_20,21
Hospital_1,2026-06-01,Department_21,22
Hospital_1,2026-06-01,Department_22,31
Hospital_1,2026-06-01,Department_23,49
Hospital_1,2026-06-01,Department_24,23
Hospital_1,2026-06-01,Department_25,20
Hospital_1,2026-06-01,Department_26,25
Hospital_1,2026-06-01,Department_27,20
Hospital_1,2026-06-01,Department_28,21
Hospital_1,2026-06-01,Department_29,18
Hospital_1,2026-06-01,Department_30,13
Hospital_1,2026-06-01,Department_31,12
Hospital_1,2026-06-01,Department_32,12
Hospital_1,2026-06-01,Department_33,7
Hospital_1,2026-06-01,Department_34,11
Hospital_1,2026-06-01,Department_35,14
Hospital_1,2026-06-01,Department_36,3
Hospital_1,2026-06-01,Department_37,2
Hospital_1,2026-06-01,Department_38,6
Hospital_1,2026-06-01,Department_39,1
Hospital_1,2026-06-01,Department_40,3
Hospital_1,2026-06-01,Department_41,3
Hospital_1,2026-06-01,Department_42,8
Hospital_1,2026-06-01,Department_43,1
Hospital_1,2026-06-01,Department_44,5
Hospital_1,2026-06-01,Department_45,3
Hospital_1,2026-06-01,Department_47,5
Hospital_1,2026-06-01,Department_48,6
Hospital_1,2026-06-01,Department_49,7
Hospital_1,2026-06-01,Department_50,2
Hospital_1,2026-06-01,Department_51,1
Hospital_1,2026-06-01,Department_54,1
Hospital_1,2026-06-01,Department_55,3
Hospital_1,2026-06-01,Department_58,3
Hospital_1,2026-06-01,Department_61,1
Hospital_1,2026-06-01,Department_68,1
Hospital_2,2023-01-01,Department_01,41
Hospital_2,2023-01-01,Department_02,44
Hospital_2,2023-01-01,Department_03,30
Hospital_2,2023-01-01,Department_04,41
Hospital_2,2023-01-01,Department_05,33
Hospital_2,2023-01-01,Department_06,20
Hospital_2,2023-01-01,Department_07,23
Hospital_2,2023-01-01,Department_08,14
Hospital_2,2023-01-01,Department_09,8
Hospital_2,2023-01-01,Department_10,10
Hospital_2,2023-01-01,Department_11,6
Hospital_2,2023-01-01,Department_12,4
Hospital_2,2023-01-01,Department_13,2
Hospital_2,2023-01-01,Department_14,2
Hospital_2,2023-01-01,Department_16,2
Hospital_2,2023-02-01,Department_01,49
Hospital_2,2023-02-01,Department_02,52
Hospital_2,2023-02-01,Department_03,43
Hospital_2,2023-02-01,Department_04,38
Hospital_2,2023-02-01,Department_05,29
Hospital_2,2023-02-01,Department_06,26
Hospital_2,2023-02-01,Department_07,23
Hospital_2,2023-02-01,Department_08,13
Hospital_2,2023-02-01,Department_09,13
Hospital_2,2023-02-01,Department_10,8
Hospital_2,2023-02-01,Department_12,10
Hospital_2,2023-02-01,Department_13,3
Hospital_2,2023-02-01,Department_15,2
Hospital_2,2023-02-01,Department_18,1
Hospital_2,2023-03-01,Department_01,46
Hospital_2,2023-03-01,Department_02,38
Hospital_2,2023-03-01,Department_03,67
Hospital_2,2023-03-01,Department_04,46
